Source_Pincode,Destination_Pincode,Number_of_Days
731238,571475,2
638056,522411,2
851218,695527,3
673012,690507,5
636203,284419,6
680543,523320,4
630606,754006,5
226020,461122,6
851218,642005,2
711110,643231,5
781022,208021,4
695102,768020,2
172024,385010,5
636110,785683,5
781023,486441,4
249195,206129,6
782410,685602,6
759104,627102,5
572115,691322,5
609314,148022,4
635116,641035,4
171010,695512,5
621103,755004,4
689549,127022,4
680561,122103,4
491444,143518,3
532186,243506,4
574203,752002,2
271307,530014,4
444813,486884,6
413249,767018,2
455459,782144,4
335801,533305,4
303603,803118,5
754222,604208,6
414106,394352,3
123024,444301,4
591287,673634,3
607804,249195,4
679331,606903,3
173030,627805,6
322255,711317,5
383120,484446,3
515767,321410,5
841286,795135,4
686587,481111,6
683572,834010,6
803211,690530,4
735205,627652,3
244922,335025,4
275201,723132,4
613005,608703,2
313605,628720,3
627753,632012,5
192306,756122,3
262726,440037,4
685603,784163,4
601205,721658,3
322241,370615,3
732209,787001,4
689584,743435,3
631207,143603,5
782106,445001,4
742401,416509,6
643237,212661,3
700098,577558,4
680682,713403,3
626118,271603,5
431144,781023,2
415019,678621,5
532001,342312,4
244303,440010,5
841438,573123,2
141104,624002,2
761030,577422,5
134112,212645,2
444706,523213,6
530008,223224,4
621208,243005,4
500007,485666,4
176311,770020,5
212105,591241,4
522412,277201,4
229202,695015,3
695004,505481,3
736201,284401,3
685553,413711,6
689584,825103,6
574228,741160,3
209306,586101,6
285121,515561,4
605004,392001,3
576108,248001,4
148103,841416,5
632113,221008,4
497559,755028,2
737133,743234,6
581323,757029,3
524225,682511,5
360490,734311,5
765019,517325,6
176225,413110,4
382150,516104,6
796101,144803,3
202155,412108,6
851112,500019,4
691507,425423,6
176027,174319,3
506165,246734,4
628905,629101,3
689656,440037,6
571218,802152,4
754293,251311,5
607102,246166,4
721440,690533,5
761014,713432,2
577519,461122,4
444604,400102,4
172114,305624,5
133102,311603,2
229121,524307,2
323302,243302,4
415514,626113,2
700086,283202,6
363621,685595,3
364485,151108,3
127310,244921,4
521325,423106,5
627760,576247,6
608305,581423,4
786184,516362,3
261405,642112,2
227814,521190,4
303604,680552,4
477331,560082,4
574230,476111,2
344704,276129,3
673636,816107,4
403403,177401,3
445205,401610,3
230125,761045,6
394120,271207,6
623518,628218,2
673513,741247,6
754026,844111,4
802217,305007,6
630207,515144,2
722140,583134,2
577558,560061,5
623708,680612,3
500064,342014,5
689574,403704,4
812006,607204,2
273008,855102,3
505209,636602,3
678595,500055,6
248199,518007,4
532425,312603,6
841219,638752,5
695124,638003,5
311024,571111,5
400017,680307,6
700026,342011,3
509205,273162,3
637209,735305,6
403513,311023,6
500067,458118,3
764041,786171,5
400058,761008,4
686535,582116,2
683543,676320,5
741235,321411,5
535546,577517,6
458470,396020,5
314022,795116,3
841212,583280,6
531117,614805,6
201017,521163,2
768031,571129,4
577415,625528,4
530005,754131,5
632314,816104,2
781334,465339,5
721645,673525,2
800008,609606,4
411011,413211,4
572217,722143,2
678702,385001,3
425001,516126,3
767060,770011,6
788112,611109,4
764044,690561,3
791122,203202,3
523280,847105,3
204101,627112,3
125005,333011,6
422604,509135,3
400086,587315,4
454221,421601,4
630312,313611,4
803109,148023,5
781025,686531,6
181122,221308,6
301714,122017,2
147301,144530,4
416709,344032,3
422012,560059,6
364765,700112,2
713129,781309,4
534238,173201,2
636812,796111,4
682558,425103,5
844505,274604,5
445102,246194,3
752022,477447,6
621652,431522,2
277205,502110,4
685620,486775,5
721426,482011,2
517370,523357,3
176086,481001,2
284404,766015,4
333042,604503,5
735202,131302,3
627855,824220,2
423403,812006,3
457550,713426,5
334402,176092,4
800019,629165,3
721422,741159,3
431006,222138,3
758013,782425,2
635804,802314,5
246121,228161,5
571129,754210,2
734320,803213,4
756002,500074,4
713217,210205,5
394221,389370,2
483501,416415,3
805108,576215,6
506135,533251,2
636139,343032,6
804425,671531,6
521390,229126,3
768005,244926,5
576212,723155,2
621014,689504,6
695015,577123,3
522233,600025,2
735135,691535,6
444110,686122,3
752055,176304,3
682507,272162,3
522626,413603,5
516310,151204,5
226101,476219,3
384215,211007,2
791101,834009,6
783120,180004,2
271861,360360,4
142035,630502,2
110056,502210,3
175032,390008,5
574260,742227,6
761121,391210,6
431520,535573,4
229301,451551,2
799207,277216,2
835218,574242,5
572134,585412,3
262901,496005,6
384430,604154,3
322024,444720,2
110038,524222,6
571120,403706,6
388265,410205,6
175039,635102,2
331026,587207,5
387610,627806,3
144403,721455,3
306022,411060,4
249404,852161,6
282008,365645,4
431136,341306,2
393125,637405,3
246727,416520,3
272124,396007,4
685614,844506,2
521106,816102,5
576226,695574,6
689505,737116,4
814119,571603,4
629901,229310,4
814153,768048,5
147102,146103,6
477111,524234,3
523331,623712,5
363435,713201,3
210501,425104,5
713502,182147,4
673611,627808,5
843104,581203,3
224122,394410,5
125058,797101,3
686603,444202,6
532212,500073,3
754228,532213,2
380028,636905,3
517423,204211,2
415202,144506,4
700057,344031,2
502302,262805,5
686004,486341,4
380059,144031,3
501143,226401,2
520008,627006,3
682021,585103,3
301025,804418,5
228141,673513,6
383462,533339,6
783122,591265,6
401402,506324,5
824237,712311,4
522113,585217,2
700128,841205,3
496223,577522,6
824233,401101,2
743429,670008,4
627424,465449,2
627809,444109,6
461110,613703,6
486114,523104,6
516257,843117,2
743133,735219,6
571134,678594,6
609103,680520,4
457331,224133,4
481111,635206,2
629166,480994,6
741165,843331,5
721501,769014,3
274601,394517,2
470125,414304,3
600025,628212,4
212503,713102,4
679587,481111,2
854102,713367,3
327032,509326,2
532455,301411,2
581212,416418,4
388440,461114,4
422209,695614,3
731202,271803,2
797100,690508,3
673101,382145,2
632315,691523,4
690525,177206,6
638005,442916,5
421204,759024,3
143513,322211,6
431205,732214,2
632004,303120,4
686581,110078,4
465683,110067,3
456550,413212,6
361310,400066,5
784027,742136,3
600090,743375,2
249155,754141,6
613702,577598,4
390016,689506,5
480115,441111,4
416111,473990,5
343028,523273,2
456771,742174,2
509219,248198,6
283124,203001,6
683106,144221,4
361142,799273,5
131302,460220,6
391740,532409,5
276306,127308,5
606108,782450,2
486450,143105,6
626112,211018,4
140506,629156,3
504207,758032,6
626005,185151,3
535525,440035,4
500055,680594,4
601206,231217,6
533432,781381,2
230121,133203,2
639113,691015,6
781334,212641,5
638104,614617,2
517414,757050,3
520013,246169,6
785700,423703,3
833214,580028,2
425104,606806,6
786006,382321,2
847239,225401,5
314032,328001,4
263638,691541,5
754003,221004,2
415540,635113,4
712404,473222,2
637107,843313,4
521256,700105,6
574325,505505,4
622303,451442,3
382225,682316,6
713204,209307,5
209652,825320,3
741102,425452,5
263646,626103,2
416504,141419,4
760009,797114,4
364320,246429,4
523372,629175,6
176108,690527,5
176051,606201,5
627351,847108,6
636905,721253,4
534204,606207,5
630313,700070,5
757030,638003,5
686518,604501,2
247231,142034,5
515405,686668,4
752111,735233,3
741124,304504,5
686576,577102,6
413402,473444,2
535240,629803,2
509406,769042,3
688582,585353,3
332406,171211,2
626612,757106,6
333027,312206,6
440001,251308,4
628701,691007,3
752025,713219,2
841241,574101,6
303313,686106,3
673012,495009,6
486881,576217,6
516268,614403,4
770023,632105,4
689545,401506,5
804426,799010,4
632509,518003,5
577412,743293,6
231307,412804,3
502381,585104,3
574108,225305,5
521212,628656,2
721627,304504,6
562132,713154,4
623534,205263,2
624615,413708,2
402103,841239,4
560023,734434,4
815353,221005,4
415023,247664,3
454111,313038,3
501203,635653,3
395011,521178,2
721303,583278,2
473249,144024,5
301001,577126,4
535568,721650,5
384110,574212,6
532201,204215,4
144029,532219,4
768036,146106,3
532410,391175,2
829128,202131,3
783121,631702,4
600102,823311,2
757024,455440,5
583117,794101,5
362715,614704,4
678597,341302,4
571116,534238,5
516474,845302,6
574259,392015,2
721135,517001,2
765021,768039,4
182121,507101,4
761016,600088,6
454775,754004,5
700066,412219,4
440016,636304,2
794005,676302,5
110059,503230,6
441222,573144,3
721446,227809,2
670633,638054,2
508206,573216,2
535240,413534,3
732147,843113,4
782461,393130,3
343027,140116,5
505330,224228,3
401302,673328,5
683574,233301,5
276135,132104,4
415605,685614,3
363423,635202,5
401610,744209,5
686571,783393,6
767019,635112,4
530046,841506,2
410101,285201,5
622409,500052,6
486341,743411,6
393150,508116,2
626136,786159,5
497557,629003,2
535593,391240,5
629401,577427,2
509208,673632,4
425412,825302,2
582201,412408,6
783332,343022,5
221009,389170,5
623704,682012,4
761011,625108,6
800010,609201,4
535546,639117,6
713380,762020,5
612503,783348,6
676309,695568,3
761209,124105,6
328001,208005,3
441208,244713,3
442604,335701,3
816105,733158,2
831009,700051,6
431135,174308,5
492003,822111,5
560025,209217,4
272155,144213,2
517536,148107,3
623504,272207,6
247775,123301,2
466445,415634,6
144105,685615,3
181152,781035,5
522658,574154,6
396126,743292,4
271904,131301,6
842001,387620,6
723142,635105,6
523246,442102,4
636008,455332,2
689508,811302,5
232325,413008,5
414102,518007,2
757022,768001,6
743376,176057,3
331001,691332,5
175049,690509,5
431713,801109,6
721644,246747,3
229301,249171,3
743392,222137,2
522617,246469,2
176316,362276,6
563120,785702,5
314402,472005,3
394810,431208,3
751002,630103,5
303603,441221,4
606106,606751,3
673638,770020,3
761116,233306,3
574265,227408,3
757100,515631,5
488222,276206,2
670014,686555,4
441102,517124,4
741122,505184,4
396590,271210,2
845411,605101,5
805127,472001,5
394633,416210,4
751016,621701,6
756021,148034,6
415801,362630,4
521111,272270,2
690516,506223,4
534146,176102,5
122105,314022,6
606703,713339,4
572119,794101,6
600006,673634,3
516350,761123,6
403206,466116,4
680711,242042,5
605201,273207,3
532290,131029,5
143005,483880,4
276129,495116,2
201305,524320,2
676509,521108,5
756039,383460,4
501202,333702,3
712409,731242,2
574116,415807,5
754108,242401,4
531022,591242,2
621003,415728,5
152005,451113,6
380063,360375,5
535559,227411,6
577541,641024,5
223102,700146,3
414103,518333,6
301701,521214,4
841239,505186,3
561204,250626,4
591302,274702,2
785669,226026,3
222149,700103,3
636303,625529,5
506370,577557,5
621311,412307,3
614210,577423,3
799289,388620,4
635303,632521,5
370625,793113,4
711305,835223,5
261303,515787,2
606805,783360,4
752037,642128,4
825325,360060,6
412406,465687,5
791104,757073,2
851211,841439,2
700132,370645,2
621601,534328,2
515164,631151,2
758025,502001,5
302012,193121,6
141110,110063,5
533223,477449,5
141017,608304,5
711204,431803,4
431537,531034,4
624710,209859,2
627951,638452,2
627012,481556,3
695506,382308,2
518101,360003,6
711202,606108,4
516151,691503,3
680311,502324,4
410501,577225,4
628904,625538,5
678731,465679,2
182203,576215,5
626004,486114,4
570020,641047,5
743122,676506,2
517419,636138,2
530044,502336,4
600055,690544,3
713428,403105,4
685603,758015,3
333011,535006,4
713358,383462,2
713162,384120,3
534401,341551,6
444717,503246,3
493228,629401,3
623516,441108,4
535160,620021,6
766011,303509,3
523110,202281,6
127114,518333,3
464228,380028,5
571122,125201,6
797105,152005,2
522113,284202,6
491559,392230,6
475002,335503,3
636117,382480,5
673575,136156,6
828116,416234,2
670014,307031,2
788003,326501,5
621211,679328,2
533248,689104,5
630702,581203,3
722179,110055,6
600057,123411,4
743251,521150,6
212664,424105,6
143304,621212,5
123027,852201,3
400017,781338,5
713322,825319,4
502255,277402,2
608201,364006,3
412115,795015,2
144701,424002,6
721152,733201,4
364740,577433,2
210501,144221,5
203132,282002,4
721430,190002,5
470335,224132,3
751023,175026,3
641001,401107,3
600004,110084,4
225204,600072,5
534432,713342,5
411020,262552,4
680581,603403,5
581358,416412,4
135133,742405,2
686106,627414,5
274302,533126,4
851126,638112,2
284201,695583,3
522016,793006,3
638657,834010,2
743133,144819,4
143416,581363,5
614702,754293,5
574237,614404,5
636121,754031,6
133302,534450,4
721126,624619,2
411003,505453,5
470228,110057,5
272127,848506,4
686504,792001,6
401305,231001,3
582201,700035,6
251309,614613,3
244222,518467,6
577550,325601,3
623524,445304,3
533126,202280,2
122504,415715,4
848203,174321,4
184101,577530,3
504208,144526,4
815314,516411,6
121002,581356,4
700102,700117,3
761035,384410,4
415512,600120,4
224139,391220,3
757103,784104,5
628002,628716,2
454665,835226,3
365640,382120,5
262722,781321,2
711304,795009,5
695525,212207,5
752020,306308,4
584101,802222,2
177111,522657,2
802210,383410,2
560047,246164,4
363530,172117,5
751023,262305,3
110059,516309,5
464993,854201,6
622101,721504,5
363670,621709,6
444806,390018,2
822131,742135,6
814153,782127,6
144521,180020,5
743392,207003,2
205001,344708,6
532484,400710,5
625532,202127,4
209202,441502,4
465227,143513,3
533407,626116,5
518001,614211,5
635801,533449,4
761016,509152,4
636011,326021,6
621009,759026,2
561101,828308,4
521261,425432,3
383275,604410,5
480001,613103,4
413410,691500,5
132122,679336,4
626004,627757,5
534442,635601,2
228145,488441,6
393040,221402,2
140405,486666,6
636005,607204,2
274203,768026,3
561207,680567,3
741301,812004,5
231208,387570,3
845315,283136,6
301411,360022,3
175142,487114,2
743389,415801,5
229406,824219,5
501218,534225,6
854327,209725,3
313003,411005,3
561213,814157,4
572113,691504,5
413252,143527,3
413104,734503,5
577229,690104,6
722107,643205,5
210120,535463,3
576111,690104,4
628712,362710,5
711413,415312,4
628601,431708,3
494226,786190,6
754213,521107,6
585290,413310,4
577434,389152,5
444506,635601,3
246735,521402,6
503218,201010,5
246427,643231,2
370015,700046,4
396370,246736,2
146106,431203,4
700041,335021,2
452003,506365,6
517418,247002,4
783376,400706,6
341517,768050,4
144206,415413,6
721132,210123,6
606115,394116,5
834009,581358,2
413737,412110,5
586118,689112,3
500011,787023,3
423101,244301,5
535250,423201,4
722150,175007,3
846002,136042,5
400052,441111,6
331504,627414,4
799008,532460,4
518308,148035,3
635205,614013,3
412401,410515,4
586114,685608,2
562157,177105,4
396424,734015,5
262907,244301,2
383010,852122,2
754201,583136,4
345026,800028,3
825413,756026,3
333011,624712,2
573126,249145,4
360531,583201,3
721133,824220,2
635801,700092,6
575018,721506,2
413739,222133,3
271865,131102,4
364250,754210,2
752030,425419,6
562126,312403,4
623403,700011,5
175018,713210,5
517403,613402,4
509203,480551,2
754140,246482,3
673602,306504,3
246121,141401,2
110054,786184,2
534245,385330,3
785616,783360,3
852127,175121,3
731123,445303,5
185152,795115,4
561203,722176,4
271503,503307,5
389115,523155,5
440034,207244,2
833204,828131,6
504101,465001,5
576234,415410,3
424208,248171,3
723145,172201,6
415519,394125,6
680665,230204,5
800025,731222,2
174031,641101,3
636117,678510,4
641108,313905,2
686672,464665,4
611112,531019,4
638314,208025,3
384221,711410,3
224132,212665,6
442302,176094,4
636007,311603,2
754246,768045,4
305004,422205,5
263127,790101,5
445308,743332,3
176209,480110,3
227806,731130,6
670673,844103,2
781376,132040,2
787057,600044,4
506345,755012,2
504231,365620,6
680652,221503,2
673579,600126,4
171001,229412,4
821102,523226,4
621114,582206,3
854316,226026,5
688555,625205,5
828204,804426,5
444403,314023,4
361345,524234,5
784168,485334,4
845301,145023,2
722157,423602,2
712401,847401,3
335002,691557,5
507117,403802,3
575013,734104,6
630303,487225,2
303102,610106,3
754153,689508,4
306126,731213,6
413531,321001,6
180011,685615,5
632314,133202,6
577006,148033,6
484552,670102,5
821303,416437,5
743383,754253,4
500094,392025,4
764028,277403,3
303712,506132,5
678002,700043,4
394670,431143,4
303702,127201,4
411019,442906,4
635103,445002,3
673526,764045,5
852138,722135,6
682505,711317,4
603203,209101,3
502278,713160,3
444204,209724,6
262524,690514,4
625534,396521,6
263643,332023,4
301708,795159,4
382260,845440,2
851205,455118,4
784171,764077,3
843130,831015,6
641009,755012,6
242301,799142,4
282002,610105,5
535525,303302,3
825325,502316,4
144031,443203,4
743223,496242,3
454335,425419,5
281123,821109,5
518313,144602,2
600040,444204,3
229216,416630,3
764056,685565,5
521165,415504,3
802112,363421,5
591254,250619,2
802223,721442,5
629252,828132,2
533006,673522,4
384215,229308,5
641302,700024,6
175039,313332,5
731130,403725,4
757022,628802,3
440020,522233,4
848127,413319,6
125075,561213,2
524301,360430,6
517592,209121,6
722134,209870,5
192125,388370,2
825312,147004,4
805108,688503,4
416208,627451,2
504208,680570,4
631152,361012,5
582114,485001,4
263679,600116,3
226026,505497,5
411018,388350,3
678631,247232,4
248140,761151,5
207123,533215,3
440034,680611,3
560099,431208,3
222302,274405,5
382115,531029,2
581345,560105,5
518510,505215,4
457993,721153,6
781016,690509,2
791104,624703,2
226027,517004,6
274601,441122,3
712617,560066,2
797112,243005,6
560029,209734,4
341030,686669,4
635854,522415,4
233223,531111,5
721150,413717,3
127041,502103,3
135103,425417,3
799262,394518,3
462027,695019,4
141117,524005,2
212502,400049,4
643238,768001,3
133101,506324,6
325218,721427,6
571231,752066,3
636306,182126,4
590010,577416,3
380002,534280,2
591231,362030,5
136119,470775,5
344706,626130,4
627758,614017,3
522305,781301,2
362037,796290,5
631203,221705,2
641603,425115,2
209865,802226,4
303106,580114,2
743291,342028,3
413726,673614,6
700091,345021,6
382440,835211,2
561206,636306,2
783132,410511,6
382320,641109,5
502280,413518,6
533103,854339,3
833103,682041,4
534342,534328,5
560087,625605,2
360440,690522,4
413221,685507,5
690530,636101,3
334004,742103,3
643212,488442,3
609115,493114,4
502381,641605,3
182161,766101,4
370030,515751,3
571129,522612,2
506345,416207,4
600116,784001,3
441205,385575,5
203203,470663,2
423401,678008,5
444504,500017,6
182311,841236,5
574201,841313,2
414204,174201,2
843104,577228,6
362710,622506,5
625006,695015,4
370155,132040,6
321026,470226,6
431002,486776,4
144103,673582,2
631502,577517,6
787035,233231,6
332718,400031,4
521327,686533,4
695134,799008,2
415801,516217,4
638052,190001,4
670602,843334,2
425001,828204,4
380059,384140,5
680652,638057,3
209725,762029,5
416525,843330,5
385350,491340,6
535557,516359,6
470002,445102,4
515413,416210,4
335707,587113,4
761041,607205,4
515435,362120,5
678004,734317,5
572217,686681,5
638462,574144,2
700157,125111,4
755025,495686,4
231304,855114,6
415524,627426,5
680669,841407,3
768112,250341,6
713372,508233,3
415309,388543,2
275307,492109,2
341506,754224,5
769004,627428,4
637501,457779,5
394350,202124,3
173023,685512,2
586129,523211,4
742304,476111,5
190007,281004,5
284002,462039,2
209301,721126,3
314402,690536,3
415310,691566,4
301707,670102,4
691556,735212,5
743363,305025,6
711111,175034,2
563159,303603,4
144408,431147,3
306912,206241,6
360025,517247,5
233310,582204,4
424302,799210,3
307026,532421,6
175002,505425,6
713420,232339,4
306105,695612,4
209841,422212,5
364330,700122,6
851135,455116,3
396450,491340,3
391240,384355,6
517551,444706,5
517299,733142,4
382650,251316,6
757030,142003,6
532195,690505,4
314027,761032,2
203408,785010,5
680614,533260,5
335702,713130,6
382835,500037,5
341318,335805,5
431501,304504,3
313002,851101,5
442307,679554,4
621705,192230,3
422214,443101,6
416411,733201,5
627351,370445,6
523274,450337,4
516233,494661,6
600130,832103,4
277211,136027,5
576219,713121,3
689584,444511,5
263679,362230,3
501102,584102,4
609302,222162,3
631701,127021,2
641037,794101,6
414401,531084,6
581202,523181,5
521390,722202,3
781029,497448,5
152031,532461,4
509406,160103,5
673524,502210,3
678555,281205,6
421505,172115,2
700018,521403,6
686601,144421,4
800018,742303,4
797105,285206,2
533213,783323,4
176305,331304,4
636302,231302,2
695541,534199,5
689110,122108,6
263651,695099,4
700113,231210,5
676561,501218,6
803202,475671,3
413401,802136,2
470227,577111,6
574233,431750,4
632510,605601,4
416220,500014,6
591221,176056,2
560032,425102,3
764014,829128,2
635301,370620,2
520012,127026,4
443201,767045,3
711304,323803,6
505212,495330,4
603108,360531,5
121105,734104,4
733103,795126,4
533253,781015,5
533483,679102,2
673309,591301,3
202141,142037,6
626117,517192,3
685511,505330,2
690106,713339,2
524343,686667,2
470880,743262,4
302034,621103,3
623604,176216,6
176022,364522,4
636121,212402,3
490006,606106,3
416605,516339,2
411013,811310,2
612002,133201,3
508278,577213,6
143114,695009,2
530012,423107,5
685571,194102,4
581330,470672,6
431715,173223,6
636401,413302,4
766018,272153,5
638056,622503,6
781016,626003,3
444708,497448,3
535128,620006,4
360430,801110,5
461661,627813,6
637303,754225,5
689550,203395,2
673620,828202,3
314035,391450,3
177301,395001,4
682013,146104,3
312613,614101,2
641113,503114,2
766001,394518,5
561213,585310,2
482003,209732,3
824234,516259,2
365545,391140,3
508284,741167,4
764070,560068,5
335038,689643,6
533428,756112,4
641017,534250,3
144505,272175,2
626115,411052,2
370430,642125,5
307026,144302,4
695013,630313,2
394440,486661,2
754205,136027,6
516152,523117,5
695541,176076,3
415712,414113,6
781321,173223,3
574279,387305,3
535217,686102,6
784529,852216,4
383246,580023,6
416311,531024,2
176064,362250,4
332702,574201,2
380002,382715,6
302027,752102,3
495677,848208,6
572228,271871,4
507125,829202,5
788155,731243,2
396430,246439,3
451228,416701,5
743125,110058,6
625708,442906,6
152123,177042,6
506222,143527,3
782137,401101,6
403524,800011,2
383340,517571,2
322240,521390,5
212645,232111,2
744102,721452,4
788819,782411,6
822112,680302,4
182222,444803,3
276123,415507,3
690505,276123,3
563135,627108,2
261404,802152,6
416712,764021,2
673570,533286,4
322212,572134,2
824301,695563,5
209739,481990,3
431214,177219,4
227812,534230,3
140101,243302,2
233228,680565,3
768038,754029,6
334401,124010,5
797004,517237,2
394520,530043,6
313004,835216,4
795002,144014,5
134003,523112,3
811316,425408,2
230127,175050,5
392110,635803,2
251320,755044,3
841501,689673,3
207003,700110,5
322249,626612,2
332001,577513,4
182104,332402,2
761123,125037,5
384355,625526,3
521121,842005,5
342602,781122,2
250104,302040,3
758029,396310,4
670105,245205,4
245201,522124,3
262544,502325,4
134003,612104,5
571457,721157,6
477116,495688,3
152032,585237,2
312204,721222,2
472339,623522,3
753007,673661,4
731220,768118,4
583124,222170,5
612201,387380,6
506006,246121,5
627859,312603,4
611106,580003,5
560030,242406,4
831015,828129,6
632055,600054,3
518411,572130,4
393115,464258,3
246439,209202,4
723129,670694,2
686580,500017,2
486005,827004,6
401402,752119,5
643223,515281,6
311403,284121,6
787026,723126,2
632326,581120,6
632103,785663,5
532005,173229,4
493445,202140,6
613402,442603,3
302003,689693,2
517319,670101,3
571117,221206,6
622403,577146,2
110032,221003,4
582202,344703,6
243638,132106,3
144422,756041,5
176213,828117,2
486123,600095,2
206002,486556,3
731124,314001,4
403731,722163,2
799141,480223,6
480224,121005,6
786191,712308,4
721649,176301,3
741223,825302,3
795127,788121,2
382428,854303,5
533448,744201,2
743127,509311,2
533260,496554,6
422003,402302,4
470666,792121,3
285205,523245,6
342024,762024,6
314024,224238,2
731223,431501,3
734222,521256,5
385566,803216,6
325201,227409,5
342301,506151,6
628229,723133,3
493555,422214,3
518343,312619,4
143506,622304,6
577423,814165,5
396440,143305,5
362730,636812,2
400088,600021,6
624622,626130,2
682308,251309,2
463111,721154,3
632531,785661,4
786145,695611,2
673601,412201,3
627011,494442,5
464986,144415,6
843324,630710,3
247129,415513,6
305205,110019,3
504303,452013,4
506381,144405,3
440002,224235,4
586210,441912,4
691531,767020,5
844126,325202,4
571301,608301,3
497114,360055,3
825301,620010,2
607106,695316,2
242307,494334,3
563161,463106,3
515003,606754,4
731103,503174,6
643215,560072,5
632521,248123,5
321028,496334,4
173213,621310,2
110053,523190,2
313905,506314,4
629101,423101,6
833203,413728,4
516329,626131,5
787026,781040,5
802211,500076,4
785614,630205,5
756049,331022,2
799211,735135,3
754131,841226,4
585219,416413,6
685609,584101,5
637304,695601,4
591265,421602,5
470051,695568,3
493113,388410,5
712416,470119,2
682307,392170,5
581187,612203,5
843107,603211,3
630551,362235,5
502251,581209,4
673641,131027,6
733158,629169,2
680711,271609,6
741249,505468,2
723148,509381,6
230144,803221,6
560072,627102,2
584203,755005,2
410207,152028,3
303702,482056,5
721128,388210,5
757042,232109,4
788727,626142,5
600065,494122,2
736202,517113,3
458001,845104,6
400052,148021,4
722204,587155,6
249301,712308,4
244103,577519,6
477116,389250,5
442605,522503,6
110057,673009,6
571403,147003,4
413203,788713,2
523273,521139,5
274801,524303,3
759014,627008,2
415101,497220,4
690561,626128,6
416415,521175,5
326517,454116,5
263660,477335,2
743234,846009,5
518349,390010,5
246165,841240,3
177042,515511,5
451441,413509,5
364313,791122,4
680302,518593,6
362260,227409,6
583115,583117,5
799210,142054,6
676541,743398,4
184120,246745,6
383316,695103,5
754208,425524,3
767020,522412,3
334804,341513,4
683550,560100,5
786192,506167,2
411017,743294,4
342012,334602,5
502269,682010,6
457893,712249,2
670004,802157,2
210301,761001,5
786182,832402,4
521121,416309,4
140601,585418,4
382433,621209,3
425418,477445,3
630558,766037,4
383010,584124,3
131301,491557,2
734312,125104,5
689663,606102,2
712706,670105,3
587203,273001,2
110030,518412,4
673315,125033,5
586116,742174,6
303002,243505,3
135001,325205,5
829134,783394,6
334006,244504,4
562105,522124,2
282007,461331,4
722183,209739,6
803214,522212,5
180005,423106,4
855101,793010,5
402207,712308,6
176115,509326,5
501401,494115,6
422611,523264,3
141006,388260,6
457993,731129,5
471625,208009,2
531149,133004,4
141127,464665,6
630105,802302,6
140402,143115,2
686005,177212,3
365630,493225,3
174034,302012,4
712407,585402,6
222136,532403,3
577130,732142,4
504214,695604,5
571311,180020,2
415310,583232,4
388220,413116,6
362510,144806,4
311022,402116,2
795010,679333,2
110092,212302,6
737103,587120,2
722133,574214,6
761214,768037,6
321402,631152,4
333504,734227,2
248158,201007,6
781368,431508,3
832304,306105,5
673571,306422,4
425302,523331,3
721122,271502,4
177044,680104,3
204102,388325,2
614620,229204,2
799006,322219,2
228142,335503,4
721440,491444,2
682038,713127,2
625702,591241,4
411013,311011,6
472337,770039,4
641607,737102,6
712137,495447,6
274401,851203,2
486550,441306,3
364310,754206,3
518221,333302,3
637206,221309,6
487330,781376,6
577227,712616,6
180012,431717,4
700078,425406,4
383410,394107,3
285206,785612,2
784508,802217,5
203390,413249,2
515305,124141,3
695102,410511,2
249165,574229,5
231208,583122,6
688570,122101,3
176205,828127,2
303120,786006,4
636203,581400,5
182142,520012,2
190001,636106,4
221503,517504,2
460443,683517,4
276135,609806,6
204212,303502,3
613001,811313,3
531060,263136,3
689102,522001,2
643209,609504,2
208003,431151,3
457226,335511,2
173215,531022,6
685511,845306,4
151213,460447,6
305004,518464,5
713104,721211,2
471111,802208,2
671316,712101,3
628601,441804,5
241127,509215,6
194404,799003,6
422401,590006,3
731215,382423,4
799005,480888,2
141203,516237,6
845430,442709,4
492013,813106,4
504310,401304,4
743347,231205,6
301022,413517,3
209503,804435,6
614614,425428,2
244303,700092,2
587154,413118,3
362520,576232,6
276303,415613,4
403101,741501,5
560026,613002,2
172022,333027,4
854306,206128,6
477117,576213,3
508266,758083,2
442101,788104,4
284306,623501,5
481105,768119,6
620017,766118,3
209306,752019,3
301402,131039,3
110031,416615,2
465685,249407,6
457775,422620,2
571477,743123,2
245206,171204,4
581384,626131,4
612106,273310,3
631553,614402,6
126101,384435,4
784110,360005,3
210129,841217,2
673580,743456,2
533462,517641,3
563127,797115,6
305625,506001,5
786173,581116,4
412410,805123,2
636401,523230,5
766103,795141,5
302004,246177,5
134118,508255,4
134103,274703,5
141006,765022,6
303104,505505,5
412201,678612,3
134109,783346,6
382760,700114,3
413314,770074,5
713513,522112,3
177114,416805,4
518464,770031,6
451115,802117,3
229302,127041,3
685583,413534,6
516355,843102,6
802312,334003,4
630001,284205,2
509201,635807,6
508252,629170,2
140124,813113,3
560102,141119,4
764063,845411,4
141008,571807,2
638402,229124,4
303908,283124,2
305406,624704,2
185155,481998,4
583225,802302,2
752081,700094,2
586208,416416,4
285201,132024,6
600095,756059,3
583234,201009,6
332317,504203,2
782485,411012,6
132122,534005,5
415634,754021,6
344703,522020,3
136043,477331,3
670018,626136,2
752094,585303,3
609103,121102,5
532185,521125,2
530008,636309,3
176316,394633,3
680569,453332,3
273401,575013,3
515551,424318,6
